politicoId;casaLegislativa;estado;nascimento;nomeParlamentar;sexo;partido;condicao;gastoCnpjCpf;gastoEmpresa;gastoData;gastoTipo;gastoDescricao;gastoValor;mesAno
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597005670;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;22/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";180;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597005670;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;04/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";200;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597005670;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;29/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";230;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;09/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";1439;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;23/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;06/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";18008;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;11/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";8999;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;18/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";165;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;19/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;10/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";15003;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;17/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14995;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;25/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";17814;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;30/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;20/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;05/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;05/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;05/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16001;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;07/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;07/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;07/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14999;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;18/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;18/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;18/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14785;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;27/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";120;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;13/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";170;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006995;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;21/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16454;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597007100;CASCOL COMBUSTÍVEIS PARA VEICULOS LTDA;16/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";17888;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597007290;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;17/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597007290;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA;27/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";200;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597007614;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;04/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";17689;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00306597006308;CASCOL COMBUSTÍVEIS PARA VEÍCULOS LTDA.;18/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16002;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;10702904000112;COMERCIAL DE COMBUSTÍVEIS MAM LTDA;28/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;10702904000112;COMERCIAL DE COMBUSTÍVEIS MAM LTDA;28/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;10702904000112;COMERCIAL DE COMBUSTÍVEIS MAM LTDA;28/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";160;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;26991067000129;CRUZEIRO COMBUSTÍVEIS E SERVIÇOS S/A;26/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01875781000120;ELO COMÉRCIO E SERVIÇOS LTDA;23/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14418;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01875781000120;ELO COMÉRCIO E SERVIÇOS LTDA;20/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01875781000120;ELO COMÉRCIO E SERVIÇOS LTDA;20/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01875781000120;ELO COMÉRCIO E SERVIÇOS LTDA;20/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14001;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01875781000120;ELO COMÉRCIO E SERVIÇOS LTDA;28/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";17006;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;04711846000190;FLAMINGO COMBUSTÍVEIS E LUB. LTDA;11/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;04711846000190;FLAMINGO COMBUSTÍVEIS E LUB. LTDA;11/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;04711846000190;FLAMINGO COMBUSTÍVEIS E LUB. LTDA;11/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;02373202000104;GOLDEN GREEN AUTO POSTO LTDA;25/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";320;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;02944029000157;J.P.X COMBUSTIVEIS E CONVENIENCIAS BARRA LTDA;02/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";9001;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;02944029000157;J.P.X COMBUSTIVEIS E CONVENIENCIAS BARRA LTDA;25/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";11401;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;02944029000157;J.P.X COMBUSTIVEIS E CONVENIENCIAS BARRA LTDA;04/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";1245;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;72622608000240;JA JUR COM. DE DERIV. DE PETROLEO LTDA.;01/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";140;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;72622608000240;JA JUR COM. DE DERIV. DE PETROLEO LTDA.;18/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";183;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;08/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;13/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";15168;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;26/05/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-5
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;25/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16132;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;14/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14515;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;06/10/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";15102;2015-10
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;19/10/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";13268;2015-10
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;26/10/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16049;2015-10
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00108670000207;JARJOUR VEICULOS E PETROLEO LTDA;03/11/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-11
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;10471346000121;MAXIMO COM. DE DERIVADOS DE PETROLEO LTDA;03/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";17145;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;10471346000121;MAXIMO COM. DE DERIVADOS DE PETROLEO LTDA;03/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16231;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;05246123000120;POSTO  VIA ESTRUTURAL;11/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;39535059000110;POSTO BARRA LINDA LTDA;07/10/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";135;2015-10
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;39535059000110;POSTO BARRA LINDA LTDA;20/04/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";1864;2015-4
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;04473193000159;POSTO DA TORRE LTDA;25/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";100;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;04473193000159;POSTO DA TORRE LTDA;19/03/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";150;2015-3
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01315468000138;POSTO DE GASOLINA JOCKEY RIO LTDA;29/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01315468000138;POSTO DE GASOLINA JOCKEY RIO LTDA;29/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";0;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;01315468000138;POSTO DE GASOLINA JOCKEY RIO LTDA;29/08/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";11805;2015-8
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;25/06/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";15544;2015-6
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;03/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";13438;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;23/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";14907;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;24/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";111;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;31/07/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";34213;2015-7
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;04/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";295;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;08/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";17618;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;11/09/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";16103;2015-9
74173;1;RJ;29/09/1958 00:00;EDUARDO CUNHA;M;PMDB;0;00742248000128;POSTO DE GASOLINA KOHARA LTDA;16/10/2015 00:00;COMBUSTÍVEIS E LUBRIFICANTES.;"""Veículos Automotores""";20602;2015-10
